"Date","Time","Temp","SpCond","DO Conc","DO Charge","DO%","Battery"
"M/D/Y","hh:mm:ss","C","mS/cm","mg/L","","%","V"
"06/22/10","11:16:40",22.14,0.170,8.21,39,94.2,5.9
"06/22/10","11:20:40",22.16,0.170,8.21,39,94.2,5.9
"06/22/10","11:24:40",22.17,0.170,8.20,39,94.1,5.9
"06/22/10","11:28:40",22.17,0.170,8.22,39,94.4,5.9
"06/22/10","11:32:40",22.20,0.170,8.21,40,94.3,5.9
"06/22/10","11:36:40",22.21,0.170,8.21,39,94.3,5.9
"06/22/10","11:40:40",22.24,0.170,8.22,40,94.4,5.9
"06/22/10","11:44:40",22.27,0.170,8.23,40,94.6,5.9
"06/22/10","11:48:40",22.30,0.170,8.24,40,94.9,5.9
"06/22/10","11:52:40",22.34,0.170,8.22,39,94.6,5.9
"06/22/10","11:56:40",22.37,0.170,8.23,40,94.8,5.9
"06/22/10","12:00:40",22.39,0.170,8.20,40,94.5,5.9
"06/22/10","12:04:40",22.41,0.170,8.20,40,94.5,5.9
"06/22/10","12:08:40",22.45,0.170,8.19,40,94.5,5.9
"06/22/10","12:12:40",22.48,0.170,8.18,39,94.4,5.9
"06/22/10","12:16:40",22.52,0.170,8.17,40,94.4,5.9
"06/22/10","12:20:40",22.57,0.170,8.16,40,94.3,5.9
"06/22/10","12:24:40",22.61,0.169,8.15,40,94.4,5.9
"06/22/10","12:28:40",22.65,0.169,8.14,40,94.3,5.9
"06/22/10","12:32:40",22.67,0.169,8.14,40,94.3,5.9
"06/22/10","12:36:40",22.69,0.169,8.15,40,94.4,5.9
"06/22/10","12:40:40",22.67,0.169,8.22,40,95.2,5.9
"06/22/10","12:44:40",22.72,0.169,8.29,40,96.1,5.9
"06/22/10","12:48:40",22.77,0.169,8.48,40,98.4,5.9
"06/22/10","12:52:40",22.86,0.169,8.32,40,96.7,5.9
"06/22/10","12:56:40",22.92,0.169,8.22,40,95.7,5.9
"06/22/10","13:00:40",22.93,0.169,8.25,40,96.1,5.9
"06/22/10","13:04:40",23.00,0.170,8.26,40,96.3,5.9
"06/22/10","13:08:40",23.05,0.170,8.22,40,95.9,5.9
